country_code,country,year,variable,indicator,value,source
BRA,Brazil,2015,government_education,SE.XPD.TOTL.GD.ZS,6.24105978012085,World Bank WDI
BRA,Brazil,2015,hightech_exports,TX.VAL.TECH.MF.ZS,14.4858996246715,World Bank WDI
BRA,Brazil,2015,internet_users,IT.NET.USER.ZS,58.3279517340924,World Bank WDI
BRA,Brazil,2015,manufacturing_value_added,NV.IND.MANF.ZS,10.5209374571105,World Bank WDI
BRA,Brazil,2015,patent_nonresident,IP.PAT.NRES,25578.0,World Bank WDI
BRA,Brazil,2015,patent_resident,IP.PAT.RESD,4641.0,World Bank WDI
BRA,Brazil,2015,rd_expenditure,GB.XPD.RSDV.GD.ZS,1.28464,World Bank WDI
BRA,Brazil,2015,tertiary_enrolment,SE.TER.ENRR,49.0805015563965,World Bank WDI
BRA,Brazil,2016,fdi,BX.KLT.DINV.WD.GD.ZS,4.13737803865892,World Bank WDI
BRA,Brazil,2016,fixed_broadband,IT.NET.BBND.P2,13.217709027651,World Bank WDI
BRA,Brazil,2016,government_education,SE.XPD.TOTL.GD.ZS,6.31403017044067,World Bank WDI
BRA,Brazil,2016,hightech_exports,TX.VAL.TECH.MF.ZS,16.0001642772964,World Bank WDI
BRA,Brazil,2016,internet_users,IT.NET.USER.ZS,60.8725400681261,World Bank WDI
BRA,Brazil,2016,manufacturing_value_added,NV.IND.MANF.ZS,10.7864511144495,World Bank WDI
BRA,Brazil,2016,patent_nonresident,IP.PAT.NRES,22810.0,World Bank WDI
BRA,Brazil,2016,patent_resident,IP.PAT.RESD,5200.0,World Bank WDI
BRA,Brazil,2016,rd_expenditure,GB.XPD.RSDV.GD.ZS,1.19584,World Bank WDI
BRA,Brazil,2016,tertiary_enrolment,SE.TER.ENRR,48.9665794372559,World Bank WDI
BRA,Brazil,2017,fdi,BX.KLT.DINV.WD.GD.ZS,3.33825981739039,World Bank WDI
BRA,Brazil,2017,fixed_broadband,IT.NET.BBND.P2,14.1218273097456,World Bank WDI
BRA,Brazil,2017,government_education,SE.XPD.TOTL.GD.ZS,6.32047986984253,World Bank WDI
BRA,Brazil,2017,hightech_exports,TX.VAL.TECH.MF.ZS,14.3118892236086,World Bank WDI
BRA,Brazil,2017,internet_users,IT.NET.USER.ZS,67.4712845236305,World Bank WDI
BRA,Brazil,2017,manufacturing_value_added,NV.IND.MANF.ZS,10.7214980093214,World Bank WDI
BRA,Brazil,2017,patent_nonresident,IP.PAT.NRES,20178.0,World Bank WDI
BRA,Brazil,2017,patent_resident,IP.PAT.RESD,5480.0,World Bank WDI
BRA,Brazil,2017,rd_expenditure,GB.XPD.RSDV.GD.ZS,1.1175,World Bank WDI
BRA,Brazil,2017,tertiary_enrolment,SE.TER.ENRR,50.7326316833496,World Bank WDI
BRA,Brazil,2018,fdi,BX.KLT.DINV.WD.GD.ZS,4.07858821454947,World Bank WDI
BRA,Brazil,2018,fixed_broadband,IT.NET.BBND.P2,15.1537620986579,World Bank WDI
BRA,Brazil,2018,government_education,SE.XPD.TOTL.GD.ZS,6.08851003646851,World Bank WDI
BRA,Brazil,2018,hightech_exports,TX.VAL.TECH.MF.ZS,14.7442418256611,World Bank WDI
BRA,Brazil,2018,internet_users,IT.NET.USER.ZS,70.4342825404361,World Bank WDI
BRA,Brazil,2018,manufacturing_value_added,NV.IND.MANF.ZS,10.5284573770078,World Bank WDI
BRA,Brazil,2018,patent_nonresident,IP.PAT.NRES,19877.0,World Bank WDI
BRA,Brazil,2018,patent_resident,IP.PAT.RESD,4980.0,World Bank WDI
BRA,Brazil,2018,rd_expenditure,GB.XPD.RSDV.GD.ZS,1.15016,World Bank WDI
BRA,Brazil,2018,tertiary_enrolment,SE.TER.ENRR,52.05712890625,World Bank WDI
BRA,Brazil,2019,fdi,BX.KLT.DINV.WD.GD.ZS,3.692673213156,World Bank WDI
BRA,Brazil,2019,fixed_broadband,IT.NET.BBND.P2,15.8621991239093,World Bank WDI
BRA,Brazil,2019,government_education,SE.XPD.TOTL.GD.ZS,5.96346998214722,World Bank WDI
BRA,Brazil,2019,hightech_exports,TX.VAL.TECH.MF.ZS,14.0668052120423,World Bank WDI
BRA,Brazil,2019,internet_users,IT.NET.USER.ZS,73.9124399133589,World Bank WDI
BRA,Brazil,2019,manufacturing_value_added,NV.IND.MANF.ZS,10.3325005328998,World Bank WDI
BRA,Brazil,2019,patent_nonresident,IP.PAT.NRES,19932.0,World Bank WDI
BRA,Brazil,2019,patent_resident,IP.PAT.RESD,5464.0,World Bank WDI
BRA,Brazil,2019,rd_expenditure,GB.XPD.RSDV.GD.ZS,1.15115,World Bank WDI
BRA,Brazil,2019,tertiary_enrolment,SE.TER.ENRR,53.6215400695801,World Bank WDI
BRA,Brazil,2020,fdi,BX.KLT.DINV.WD.GD.ZS,2.59263795310275,World Bank WDI
BRA,Brazil,2020,fixed_broadband,IT.NET.BBND.P2,17.418059685583,World Bank WDI
BRA,Brazil,2020,government_education,SE.XPD.TOTL.GD.ZS,5.7714900970459,World Bank WDI
BRA,Brazil,2020,hightech_exports,TX.VAL.TECH.MF.ZS,11.3500942678804,World Bank WDI
BRA,Brazil,2020,internet_users,IT.NET.USER.ZS,81.34269353,World Bank WDI
BRA,Brazil,2020,manufacturing_value_added,NV.IND.MANF.ZS,10.692931568332,World Bank WDI
BRA,Brazil,2020,patent_nonresident,IP.PAT.NRES,19058.0,World Bank WDI
BRA,Brazil,2020,patent_resident,IP.PAT.RESD,5280.0,World Bank WDI
BRA,Brazil,2020,rd_expenditure,GB.XPD.RSDV.GD.ZS,1.21907,World Bank WDI
BRA,Brazil,2020,tertiary_enrolment,SE.TER.ENRR,55.529109954834,World Bank WDI
BRA,Brazil,2021,fdi,BX.KLT.DINV.WD.GD.ZS,2.77979084938159,World Bank WDI
BRA,Brazil,2021,fixed_broadband,IT.NET.BBND.P2,19.8363162401481,World Bank WDI
BRA,Brazil,2021,government_education,SE.XPD.TOTL.GD.ZS,5.4969801902771,World Bank WDI
BRA,Brazil,2021,hightech_exports,TX.VAL.TECH.MF.ZS,9.00155420026002,World Bank WDI
BRA,Brazil,2021,internet_users,IT.NET.USER.ZS,80.68989314,World Bank WDI
BRA,Brazil,2021,manufacturing_value_added,NV.IND.MANF.ZS,11.9043730112478,World Bank WDI
BRA,Brazil,2021,patent_nonresident,IP.PAT.NRES,19566.0,World Bank WDI
BRA,Brazil,2021,patent_resident,IP.PAT.RESD,4666.0,World Bank WDI
BRA,Brazil,2021,rd_expenditure,GB.XPD.RSDV.GD.ZS,1.13371,World Bank WDI
BRA,Brazil,2021,tertiary_enrolment,SE.TER.ENRR,57.6311988830566,World Bank WDI
BRA,Brazil,2022,fdi,BX.KLT.DINV.WD.GD.ZS,3.8680317970139,World Bank WDI
BRA,Brazil,2022,fixed_broadband,IT.NET.BBND.P2,20.9534469027015,World Bank WDI
BRA,Brazil,2022,government_education,SE.XPD.TOTL.GD.ZS,5.61920976638794,World Bank WDI
BRA,Brazil,2022,hightech_exports,TX.VAL.TECH.MF.ZS,9.11134627987528,World Bank WDI
BRA,Brazil,2022,internet_users,IT.NET.USER.ZS,80.52775094,World Bank WDI
BRA,Brazil,2022,manufacturing_value_added,NV.IND.MANF.ZS,13.0740816282273,World Bank WDI
BRA,Brazil,2022,rd_expenditure,GB.XPD.RSDV.GD.ZS,1.18873,World Bank WDI
BRA,Brazil,2022,tertiary_enrolment,SE.TER.ENRR,61.0000915527344,World Bank WDI
BRA,Brazil,2023,fdi,BX.KLT.DINV.WD.GD.ZS,2.86383344298207,World Bank WDI
BRA,Brazil,2023,fixed_broadband,IT.NET.BBND.P2,22.4192301618889,World Bank WDI
BRA,Brazil,2023,hightech_exports,TX.VAL.TECH.MF.ZS,9.849149349554,World Bank WDI
BRA,Brazil,2023,internet_users,IT.NET.USER.ZS,84.15060238,World Bank WDI
BRA,Brazil,2023,manufacturing_value_added,NV.IND.MANF.ZS,13.2531636224002,World Bank WDI
BRA,Brazil,2023,rd_expenditure,GB.XPD.RSDV.GD.ZS,1.1938,World Bank WDI
BRA,Brazil,2024,fdi,BX.KLT.DINV.WD.GD.ZS,3.38960808548439,World Bank WDI
BRA,Brazil,2024,fixed_broadband,IT.NET.BBND.P2,24.079199344422,World Bank WDI
BRA,Brazil,2024,hightech_exports,TX.VAL.TECH.MF.ZS,11.1103644206652,World Bank WDI
BRA,Brazil,2024,internet_users,IT.NET.USER.ZS,84.46347227,World Bank WDI
BRA,Brazil,2024,manufacturing_value_added,NV.IND.MANF.ZS,12.1108065153855,World Bank WDI
BRA,Brazil,2024,tertiary_enrolment,SE.TER.ENRR,69.7317733764648,World Bank WDI
BRA,Brazil,2025,fdi,BX.KLT.DINV.WD.GD.ZS,3.40696865505948,World Bank WDI
BRA,Brazil,2025,manufacturing_value_added,NV.IND.MANF.ZS,11.7722632755736,World Bank WDI
CHN,China,2000,fdi,BX.KLT.DINV.WD.GD.ZS,3.43984725315719,World Bank WDI
CHN,China,2000,fixed_broadband,IT.NET.BBND.P2,0.00178484057941392,World Bank WDI
CHN,China,2000,internet_users,IT.NET.USER.ZS,1.77591320677415,World Bank WDI
CHN,China,2000,patent_nonresident,IP.PAT.NRES,26560.0,World Bank WDI
CHN,China,2000,patent_resident,IP.PAT.RESD,25346.0,World Bank WDI
CHN,China,2000,rd_expenditure,GB.XPD.RSDV.GD.ZS,0.88409,World Bank WDI
CHN,China,2000,researchers_rd,SP.POP.SCIE.RD.P6,549.57477,World Bank WDI
CHN,China,2000,tertiary_enrolment,SE.TER.ENRR,7.57777976989746,World Bank WDI
