country_code,country,year,fdi,fixed_broadband,government_education,hightech_exports,internet_users,manufacturing_value_added,patent_nonresident,patent_resident,rd_expenditure,researchers_rd,tertiary_enrolment
KOR,South Korea,2010,0.796207328344812,35.2563205089625,,32.1343974843399,83.7,28.0990056835275,38296.0,131805.0,3.17913,5429.43919,101.673286437988
KOR,South Korea,2011,0.747683727442323,36.353305205381,,28.2133210437189,83.7591201534472,29.0005575131874,40890.0,138034.0,3.44409,5908.82443,100.819679260254
KOR,South Korea,2012,0.711120351080011,36.8000321131758,,28.2220757644767,84.07,28.7408682052811,40779.0,148136.0,3.6852,6393.34374,98.286979675293
KOR,South Korea,2013,0.889863368558993,37.4217663483917,,29.8181999078998,84.77,28.8654766941182,44611.0,159978.0,3.77487,6457.88851,96.3375015258789
KOR,South Korea,2014,0.595893048504325,37.9883114555998,,30.0608682657817,87.5568264944747,28.2760755546832,46219.0,164073.0,3.88983,6867.33385,94.4421691894531
KOR,South Korea,2015,0.266636382581676,39.2759563055891,4.24247980117798,31.2119270912605,89.8962557995106,27.8215922094514,46419.0,167275.0,3.78907,7020.43916,93.9676513671875
KOR,South Korea,2016,0.766507046338007,40.0712454963259,4.11502981185913,30.5250266717443,92.8430256796075,27.5129940831191,45406.0,163424.0,3.78638,7057.16003,93.6577224731445
KOR,South Korea,2017,1.04741749331971,41.1680978249153,4.10775995254517,32.546316460744,95.0694218761004,28.0322405682167,45691.0,159084.0,4.07341,7453.21918,93.7230224609375
KOR,South Korea,2018,0.66781363782051,41.2189959375994,4.21645021438599,36.3912233579129,96.0228595797887,27.7672237489814,47431.0,162561.0,4.27155,7918.46916,93.3281784057617
KOR,South Korea,2019,0.550202642546341,42.0373507524342,4.41813993453979,32.4050621736765,96.157579184239,26.370175590513,47372.0,171603.0,4.36379,8328.96727,93.9989166259766
KOR,South Korea,2020,0.502554290313687,43.0540600860627,4.52706003189087,35.6022265413283,96.50506052,25.7002433607737,46282.0,180477.0,4.5214,8620.009,96.8767700195312
KOR,South Korea,2021,1.13577953855347,44.2526082339633,4.55590009689331,36.014503674486,97.57132698,26.2480856022754,51753.0,186245.0,4.59673,9071.4503,100.359878540039
KOR,South Korea,2022,1.39186469730544,45.4542124182774,5.40910005569458,36.118278931217,97.16855335,26.4977408590265,,,4.84753,9434.7613,102.813056945801
KOR,South Korea,2023,1.03221435142435,46.5676352036327,,30.2762799912651,97.41597478,25.4551420827792,,,4.94352,9471.82543,106.709167480469
KOR,South Korea,2024,0.685857996519477,47.8014965507867,,36.2582559366674,97.89563777,26.6179725157922,,,,,111.853302001953
KOR,South Korea,2025,0.844067044503223,,,,,27.4263326092558,,,,,
