DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_STATUS_2,OBS_STATUS_3,AUX_OBS_STATUS,CONF_STATUS,UNIT_MULT,BASE_PER,DECIMALS
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),JPN,A,G,USD_PPP_PS,_Z,_Z,2023,1745.706067,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),JPN,A,G,USD_PPP_PS,_Z,_Z,2024,1888.771156,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2008,895.0445982,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2009,928.7911472,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2010,1052.941454,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2011,1169.066107,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2012,1292.081445,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2013,1353.07174,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2014,1440.475561,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2015,1507.831821,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2016,1577.882008,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2017,1757.912108,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2018,1944.0261,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2019,2029.641033,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2020,2164.928004,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2021,2377.325058,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2022,2690.809385,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2023,2839.034834,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),KOR,A,G,USD_PPP_PS,_Z,_Z,2024,3129.059004,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2000,34.99719957,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2001,36.19595914,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2002,40.37945681,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2003,38.33996534,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2004,47.08218788,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2005,70.49073584,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2006,96.81443505,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2007,94.46513869,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2008,105.7345716,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2009,71.67375479,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2010,101.2500879,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2011,130.8602387,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2012,133.7914294,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2013,130.0690302,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2014,153.9286483,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2015,144.5215537,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2016,108.4519564,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2017,136.634631,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2018,197.3024778,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2019,212.6475714,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2020,247.6778354,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2021,284.4953222,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2022,328.2227128,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2023,351.0638059,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LVA,A,G,USD_PPP_PS,_Z,_Z,2024,402.4324454,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2000,49.51009059,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2001,62.63182257,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2002,67.59151995,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2003,77.32312663,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2004,94.23279819,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2005,104.3552565,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2006,123.2186904,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2007,143.9479806,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2008,153.0981646,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2009,141.295111,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2010,148.5891178,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2011,196.1700896,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2012,208.9193757,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2013,237.2550488,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2014,271.9310047,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2015,280.4713943,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2016,242.1939559,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2017,280.5864169,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2018,338.5770257,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2019,400.3710136,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2020,463.7054842,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2021,504.8088915,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2022,536.3006775,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LTU,A,G,USD_PPP_PS,_Z,_Z,2023,549.5361747,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2000,871.5305613,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2003,975.8545828,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2004,1026.395705,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2005,1070.971499,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2006,1299.521489,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2008,1405.326902,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2009,1379.404358,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2010,1284.658705,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2011,1343.029263,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2013,1240.733092,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2014,1276.850611,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2015,1351.16249,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2016,1431.032825,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2017,1423.124549,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2018,1363.212931,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2019,1431.197517,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2021,1408.483682,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2022,1559.940575,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),LUX,A,G,USD_PPP_PS,_Z,_Z,2023,1607.922396,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),MEX,A,G,USD_PPP_PS,_Z,_Z,2005,50.96512384,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),MEX,A,G,USD_PPP_PS,_Z,_Z,2006,51.76014107,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),MEX,A,G,USD_PPP_PS,_Z,_Z,2007,57.68133206,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),MEX,A,G,USD_PPP_PS,_Z,_Z,2008,67.14877308,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),MEX,A,G,USD_PPP_PS,_Z,_Z,2009,70.21533879,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),MEX,A,G,USD_PPP_PS,_Z,_Z,2010,76.17987686,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),MEX,A,G,USD_PPP_PS,_Z,_Z,2011,79.23028546,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),MEX,A,G,USD_PPP_PS,_Z,_Z,2012,73.66945083,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),MEX,A,G,USD_PPP_PS,_Z,_Z,2013,75.41382022,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),MEX,A,G,USD_PPP_PS,_Z,_Z,2014,80.37381138,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),MEX,A,G,USD_PPP_PS,_Z,_Z,2015,80.44517192,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),MEX,A,G,USD_PPP_PS,_Z,_Z,2016,76.74575408,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2000,570.599417,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2001,596.0640852,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2002,601.2495103,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2003,609.1613953,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2004,640.5656306,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2005,667.4265984,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2006,713.7611259,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2007,734.0424159,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2008,753.2359268,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2009,742.5677283,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2010,767.365915,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2014,1069.984807,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2015,1079.219268,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2016,1124.646989,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2017,1200.163056,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2018,1236.767112,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2019,1334.403132,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2020,1417.858246,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NLD,A,G,USD_PPP_PS,_Z,_Z,2021,1519.196984,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NZL,A,G,USD_PPP_PS,_Z,_Z,2003,274.4914808,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NZL,A,G,USD_PPP_PS,_Z,_Z,2005,286.7202456,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NZL,A,G,USD_PPP_PS,_Z,_Z,2007,338.6277402,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NZL,A,G,USD_PPP_PS,_Z,_Z,2009,382.7076705,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NZL,A,G,USD_PPP_PS,_Z,_Z,2011,402.182942,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NZL,A,G,USD_PPP_PS,_Z,_Z,2013,416.1992879,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NZL,A,G,USD_PPP_PS,_Z,_Z,2015,457.4545264,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NZL,A,G,USD_PPP_PS,_Z,_Z,2017,566.5541185,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NZL,A,G,USD_PPP_PS,_Z,_Z,2019,658.8171064,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NZL,A,G,USD_PPP_PS,_Z,_Z,2021,716.9974363,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NZL,A,G,USD_PPP_PS,_Z,_Z,2023,841.9600737,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2001,590.1806976,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2002,618.9865521,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2003,648.1446296,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2004,656.9574173,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2005,708.588794,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2006,787.9779885,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2007,875.2700281,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2008,959.4150277,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2009,955.293146,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2010,955.4449744,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2011,1010.083187,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2012,1059.227034,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2013,1106.370291,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2014,1130.151399,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2015,1167.982186,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2016,1204.745823,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2017,1344.536377,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2018,1429.51896,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2019,1515.23705,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2020,1506.338464,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2021,1679.798071,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2022,1946.146944,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),NOR,A,G,USD_PPP_PS,_Z,_Z,2023,1918.631441,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2000,68.41252538,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2001,69.1268672,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2002,65.71690297,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2003,66.13099518,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2004,73.77470469,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2005,78.21678078,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2006,83.49405548,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2007,94.45005796,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2008,109.7455892,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2009,127.2439649,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2011,170.4941994,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2012,209.9587046,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2013,215.2374525,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2014,240.7333645,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2015,269.3941236,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2016,272.8012818,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2017,311.02382,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2018,386.4731421,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2019,469.8448598,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2021,581.3691937,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),POL,A,G,USD_PPP_PS,_Z,_Z,2023,734.982646,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),PRT,A,G,USD_PPP_PS,_Z,_Z,2001,149.3582138,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),PRT,A,G,USD_PPP_PS,_Z,_Z,2003,145.5340183,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),PRT,A,G,USD_PPP_PS,_Z,_Z,2005,172.1547795,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),PRT,A,G,USD_PPP_PS,_Z,_Z,2007,289.3391605,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),PRT,A,G,USD_PPP_PS,_Z,_Z,2009,418.2591493,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),PRT,A,G,USD_PPP_PS,_Z,_Z,2010,418.4322515,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),PRT,A,G,USD_PPP_PS,_Z,_Z,2011,389.5164899,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),PRT,A,G,USD_PPP_PS,_Z,_Z,2012,363.9025939,,,,,,0,,0
OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),PRT,A,G,USD_PPP_PS,_Z,_Z,2013,369.4719925,,,,,,0,,0
